MIDTableRow,Monkey,ROI,Tetrode,Unit,Population,OriginalCondition2MonoLMaximum,OriginalCondition3MonoRMaximum,StoredAlignedOD,ReconstructedAlignedOD,Valid,SignMatch,DominantEye,OriginalDominantCondition,DecoderCondition2DominantMaximum,DecoderCondition3NonDominantMaximum,PostSwapDominantGreaterOrEqual
164,Jim,MT,1,5,2Donly,44.6928542672052,58.770879708718,0.136067246952337,0.136067246952337,1,1,Right,3,58.770879708718,44.6928542672052,1
165,Jim,MT,2,2,2Donly,164.281954750667,152.941810164794,-0.0357480927978222,-0.0357480927978222,1,1,Left,2,164.281954750667,152.941810164794,1
171,Jim,MT,1,2,2D,117.24154460004,133.681451339801,0.0655177365397891,0.0655177365397891,1,1,Right,3,133.681451339801,117.24154460004,1
172,Jim,MT,2,2,2Donly,80.5821139310601,76.416519633707,-0.0265326786785989,-0.0265326786785989,1,1,Left,2,80.5821139310601,76.416519633707,1
173,Jim,MT,2,4,2D,15.7840664384022,16.8409933162368,0.0323961668050075,0.0323961668050075,1,1,Right,3,16.8409933162368,15.7840664384022,1
174,Jim,MT,3,3,2Donly,82.2748536871153,82.9462005335839,0.00406332503829588,0.00406332503829588,1,1,Right,3,82.9462005335839,82.2748536871153,1
175,Jim,MT,3,5,2D,35.4725409809967,38.0040355855639,0.034453083184598,0.034453083184598,1,1,Right,3,38.0040355855639,35.4725409809967,1
176,Jim,MT,4,2,2Donly,58.8737464618095,57.3952529269573,-0.0127161456847892,-0.0127161456847892,1,1,Left,2,58.8737464618095,57.3952529269573,1
185,Jim,MT,2,3,2Donly,59.8144924150375,48.1113072367179,-0.108437326534362,-0.108437326534362,1,1,Left,2,59.8144924150375,48.1113072367179,1
193,Jim,MT,8,2,3D,40.6696677107777,42.0754881874814,0.016989761653627,0.016989761653627,1,1,Right,3,42.0754881874814,40.6696677107777,1
194,Clay,MT,3,2,2D,35.0062650370445,26.2530344570224,-0.142888192524465,-0.142888192524465,1,1,Left,2,35.0062650370445,26.2530344570224,1
195,Clay,MT,3,3,2Donly,44.6951347777437,48.7043992709797,0.042925958186735,0.042925958186735,1,1,Right,3,48.7043992709797,44.6951347777437,1
196,Clay,MT,3,4,2D,18.275450532103,15.4372977428348,-0.0841863370533349,-0.0841863370533349,1,1,Left,2,18.275450532103,15.4372977428348,1
200,Clay,MT,5,3,2Donly,61.9098267381399,62.3487335621681,0.00353220593388049,0.00353220593388049,1,1,Right,3,62.3487335621681,61.9098267381399,1
211,Clay,MT,3,2,2D,97.6591510048442,94.4567381247816,-0.0166691724176018,-0.0166691724176018,1,1,Left,2,97.6591510048442,94.4567381247816,1
212,Clay,MT,3,3,2Donly,68.9504171136977,71.5924729458053,0.0187989291453232,0.0187989291453232,1,1,Right,3,71.5924729458053,68.9504171136977,1
218,Clay,MT,5,2,2Donly,19.2702085963482,19.3486582316786,0.00203138107805564,0.00203138107805564,1,1,Right,3,19.3486582316786,19.2702085963482,1
219,Clay,MT,2,3,2Donly,42.7694361130063,40.3782890345673,-0.0287578171765389,-0.0287578171765389,1,1,Left,2,42.7694361130063,40.3782890345673,1
220,Clay,MT,4,2,2Donly,31.5909754216138,34.5360979022602,0.0445373178126584,0.0445373178126584,1,1,Right,3,34.5360979022602,31.5909754216138,1
221,Clay,MT,5,3,2D,35.8066530977598,26.9844349113657,-0.140501119921858,-0.140501119921858,1,1,Left,2,35.8066530977598,26.9844349113657,1
222,Clay,MT,5,4,2Donly,16.5220890760689,11.1845711827097,-0.192643856874378,-0.192643856874378,1,1,Left,2,16.5220890760689,11.1845711827097,1
223,Clay,MT,1,2,2Donly,8.00851397946421,10.5094611632518,0.135055110751206,0.135055110751206,1,1,Right,3,10.5094611632518,8.00851397946421,1
224,Clay,MT,2,2,2Donly,21.3938470632221,24.5583983464751,0.0688660859777104,0.0688660859777104,1,1,Right,3,24.5583983464751,21.3938470632221,1
226,Clay,MT,3,5,2Donly,34.3271530390618,34.72922671906,0.00582239731371029,0.00582239731371029,1,1,Right,3,34.72922671906,34.3271530390618,1
231,Clay,MT,5,3,2Donly,15.7640232298666,12.2634475084807,-0.124898024301435,-0.124898024301435,1,1,Left,2,15.7640232298666,12.2634475084807,1
232,Clay,MT,6,3,2Donly,13.0927250379016,10.2077218755426,-0.123817503289789,-0.123817503289789,1,1,Left,2,13.0927250379016,10.2077218755426,1
233,Clay,MT,7,2,2D,21.4926477737998,15.8343312666367,-0.151587850199004,-0.151587850199004,1,1,Left,2,21.4926477737998,15.8343312666367,1
234,Clay,MT,1,2,2Donly,56.7271499972115,57.2863094204691,0.00490432819171961,0.00490432819171961,1,1,Right,3,57.2863094204691,56.7271499972115,1
235,Clay,MT,1,3,2Donly,9.4743748342062,9.26723127385815,-0.011052604518186,-0.011052604518186,1,1,Left,2,9.4743748342062,9.26723127385815,1
236,Clay,MT,1,4,2D,93.4159012686811,104.158613074593,0.0543729632418457,0.0543729632418457,1,1,Right,3,104.158613074593,93.4159012686811,1
240,Clay,MT,3,2,2D,24.8626256901223,25.9228988884206,0.0208774686704,0.0208774686704,1,1,Right,3,25.9228988884206,24.8626256901223,1
241,Clay,MT,3,3,2Donly,59.993498424461,65.2544161171935,0.0420040342546616,0.0420040342546616,1,1,Right,3,65.2544161171935,59.993498424461,1
242,Clay,MT,3,4,2Donly,73.9815179157913,84.7113439021676,0.0676137909636086,0.0676137909636086,1,1,Right,3,84.7113439021676,73.9815179157913,1
243,Clay,MT,3,5,2Donly,27.5703615912312,31.0937379075168,0.0600601789917664,0.0600601789917664,1,1,Right,3,31.0937379075168,27.5703615912312,1
244,Clay,MT,4,2,2Donly,51.2382985814953,53.5713146884364,0.0222595622114595,0.0222595622114595,1,1,Right,3,53.5713146884364,51.2382985814953,1
245,Clay,MT,4,3,2D,96.6590213895145,82.3189820219552,-0.0801217976188483,-0.0801217976188483,1,1,Left,2,96.6590213895145,82.3189820219552,1
246,Clay,MT,4,4,2Donly,50.6139806256746,50.8243893759748,0.00207425208327688,0.00207425208327688,1,1,Right,3,50.8243893759748,50.6139806256746,1
247,Clay,MT,5,2,2D,23.6924362899112,26.3147688595003,0.052439094761527,0.052439094761527,1,1,Right,3,26.3147688595003,23.6924362899112,1
248,Clay,MT,5,4,2D,80.2204597800228,79.9008437549741,-0.00199608682912614,-0.00199608682912614,1,1,Left,2,80.2204597800228,79.9008437549741,1
250,Clay,MT,6,3,2D,17.6682719735066,16.6341665145332,-0.0301467039824006,-0.0301467039824006,1,1,Left,2,17.6682719735066,16.6341665145332,1
256,Clay,MT,2,4,2Donly,11.22520489885,12.6857889081847,0.0610842034054224,0.0610842034054224,1,1,Right,3,12.6857889081847,11.22520489885,1
257,Clay,MT,3,2,2D,42.9231380992172,51.3408294621323,0.0892991413440839,0.0892991413440839,1,1,Right,3,51.3408294621323,42.9231380992172,1
274,Clay,MT,2,5,2D,46.0771279794715,43.6190714145327,-0.0274042443441933,-0.0274042443441933,1,1,Left,2,46.0771279794715,43.6190714145327,1
275,Clay,MT,3,2,2D,11.1690961324742,14.9322251833992,0.144173890868753,0.144173890868753,1,1,Right,3,14.9322251833992,11.1690961324742,1
276,Clay,MT,3,3,2Donly,59.4395494980291,73.6685989262563,0.10689841002725,0.10689841002725,1,1,Right,3,73.6685989262563,59.4395494980291,1
277,Clay,MT,3,4,2Donly,22.7680955834746,27.8421291908438,0.100257085005952,0.100257085005952,1,1,Right,3,27.8421291908438,22.7680955834746,1
281,Clay,MT,4,5,2Donly,37.4642892988077,43.8991046471552,0.0790873516488402,0.0790873516488402,1,1,Right,3,43.8991046471552,37.4642892988077,1
284,Clay,MT,5,3,2D,45.5994585482821,59.2132626482671,0.129886944490791,0.129886944490791,1,1,Right,3,59.2132626482671,45.5994585482821,1
285,Clay,MT,5,4,2D,73.6527694609284,64.9352902284467,-0.0629020945384517,-0.0629020945384517,1,1,Left,2,73.6527694609284,64.9352902284467,1
292,Clay,MT,7,3,2D,30.8493047239043,27.3095707048542,-0.0608631785424747,-0.0608631785424747,1,1,Left,2,30.8493047239043,27.3095707048542,1
