RowIndex,NewSourceRow,RefSourceRow,NewMonkey,NewDate,NewROI,NewStimElec,TuningMeanFullEqual,TuningMeanFullMaxAbsDiff,TuningMeanFullNonNanDiffCount,TuningMeanFullSizeMismatch,TuningMeanFullNoZeroEqual,TuningMeanFullNoZeroMaxAbsDiff,TuningMeanFullNoZeroNonNanDiffCount,TuningMeanFullNoZeroSizeMismatch,TuningMeanFullEdge8Equal,TuningMeanFullEdge8MaxAbsDiff,TuningMeanFullEdge8NonNanDiffCount,TuningMeanFullEdge8SizeMismatch,TuningMeanStimEqual,TuningMeanStimMaxAbsDiff,TuningMeanStimNonNanDiffCount,TuningMeanStimSizeMismatch,TuningMeanStimNoZeroEqual,TuningMeanStimNoZeroMaxAbsDiff,TuningMeanStimNoZeroNonNanDiffCount,TuningMeanStimNoZeroSizeMismatch,TuningMeanStimEdge8Equal,TuningMeanStimEdge8MaxAbsDiff,TuningMeanStimEdge8NonNanDiffCount,TuningMeanStimEdge8SizeMismatch,TuningStimMaxDiff_Combined,TuningStimMaxDiff_MonoL,TuningStimMaxDiff_MonoR,TuningStimMaxDiff_Stereo
110,110,111,Jim,21-Jun-2024,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
111,111,112,Jim,25-Jun-2024,FST,13,0,NaN,NaN,1,0,NaN,NaN,1,0,2.10175134246145,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.31301862156269,1,0,NaN,NaN,NaN,NaN
112,112,113,Jim,28-Jun-2024,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
113,113,114,Jim,03-Jul-2024,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
114,114,115,Jim,10-Jul-2024,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
115,115,116,Jim,17-Jul-2024,FST,16,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
116,116,117,Jim,24-Jul-2024,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,8.19006622528836,48,0,0,NaN,NaN,1,0,NaN,NaN,1,0,8.19006622528836,3,0,NaN,NaN,NaN,NaN
117,117,118,Jim,26-Jul-2024,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
118,118,119,Jim,31-Jul-2024,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
119,119,120,Jim,02-Aug-2024,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
120,120,121,Jim,07-Aug-2024,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
121,121,122,Jim,09-Aug-2024,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
122,122,123,Jim,14-Aug-2024,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
123,123,124,Jim,16-Aug-2024,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
124,124,125,Jim,21-Aug-2024,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
125,125,126,Jim,26-Aug-2024,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
126,126,127,Jim,30-Aug-2024,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
127,127,128,Jim,06-Nov-2024,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
128,128,129,Jim,08-Nov-2024,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
129,129,130,Jim,13-Nov-2024,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
130,130,131,Jim,19-Nov-2024,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
131,131,132,Jim,20-Nov-2024,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
132,132,133,Jim,22-Nov-2024,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,2.87753403996915,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.87753403996915,1,0,NaN,NaN,NaN,NaN
133,133,134,Jim,25-Nov-2024,FST,10,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
134,134,135,Jim,27-Nov-2024,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,4.03975578387023,112,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.05578831022936,7,0,NaN,NaN,NaN,NaN
135,135,136,Jim,04-Dec-2024,FST,12,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
136,136,137,Jim,06-Dec-2024,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
137,137,138,Jim,10-Dec-2024,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,0,5.02829123977145,112,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.949406634677946,7,0,NaN,NaN,NaN,NaN
138,138,139,Jim,27-Dec-2024,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
139,139,140,Jim,08-Jan-2025,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,0,1.16770454376351,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.124248231206966,1,0,NaN,NaN,NaN,NaN
140,140,141,Jim,17-Jan-2025,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,0,3.35289192065606,48,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.94828834328825,3,0,NaN,NaN,NaN,NaN
141,141,142,Jim,22-Jan-2025,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,3.59032590413909,48,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.85251027445768,3,0,NaN,NaN,NaN,NaN
142,142,143,Jim,24-Jan-2025,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,0,2.59870441525832,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.808114339409897,1,0,NaN,NaN,NaN,NaN
143,143,144,Jim,05-Feb-2025,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
144,144,145,Jim,07-Feb-2025,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
145,145,146,Jim,11-Feb-2025,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,0,2.87493467399259,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.0812954837605382,1,0,NaN,NaN,NaN,NaN
146,146,147,Jim,13-Feb-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,3.33429250746264,416,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.33429250746264,26,0,NaN,NaN,NaN,NaN
147,147,148,Jim,17-Feb-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
148,148,149,Jim,18-Feb-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
149,149,150,Jim,10-Mar-2025,FST,16,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
150,150,151,Jim,20-Mar-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
151,151,152,Clay,16-Jul-2024,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,0,11.657902731782,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,4.39441075996641,32,0,NaN,NaN,NaN,NaN
152,152,153,Clay,23-Jul-2024,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
153,153,154,Clay,30-Jul-2024,FST,13,0,NaN,NaN,1,0,NaN,NaN,1,0,4.06854087424899,80,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.69480624059388,5,0,NaN,NaN,NaN,NaN
154,154,155,Clay,01-Aug-2024,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
155,155,156,Clay,06-Aug-2024,MT,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
156,156,157,Clay,08-Aug-2024,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,13.8393451594983,320,0,0,NaN,NaN,1,0,NaN,NaN,1,0,4.94488906513568,20,0,NaN,NaN,NaN,NaN
157,157,158,Clay,13-Aug-2024,MT,4,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
158,158,159,Clay,15-Aug-2024,MT,6,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
159,159,160,Clay,20-Aug-2024,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,0,2.95539827863811,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.195632461568493,1,0,NaN,NaN,NaN,NaN
160,160,161,Clay,22-Aug-2024,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,0,7.8010753676902,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.92001207858183,32,0,NaN,NaN,NaN,NaN
161,161,162,Clay,29-Aug-2024,FST,13,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
162,162,163,Clay,03-Sep-2024,MT,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
163,163,164,Clay,05-Sep-2024,MT,13,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
164,164,165,Clay,19-Sep-2024,MT,13,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
165,165,166,Clay,26-Sep-2024,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
166,166,167,Clay,22-Oct-2024,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
167,167,168,Clay,12-Nov-2024,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
168,168,169,Clay,14-Nov-2024,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,4.20902125848141,112,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.16798040546553,7,0,NaN,NaN,NaN,NaN
169,169,170,Clay,21-Nov-2024,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,0,6.61677971678128,224,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.55812110860816,14,0,NaN,NaN,NaN,NaN
170,170,171,Clay,26-Nov-2024,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
171,171,172,Clay,28-Nov-2024,MT,6,0,NaN,NaN,1,0,NaN,NaN,1,0,6.64024081110341,432,0,0,NaN,NaN,1,0,NaN,NaN,1,0,4.19145141738042,27,0,NaN,NaN,NaN,NaN
172,172,173,Clay,24-Dec-2024,MT,5,0,NaN,NaN,1,0,NaN,NaN,1,0,2.95583805062267,64,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.85783120477946,4,0,NaN,NaN,NaN,NaN
173,173,174,Clay,26-Dec-2024,MT,2,0,NaN,NaN,1,0,NaN,NaN,1,0,11.1459671641022,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,5.79504825600603,32,0,NaN,NaN,NaN,NaN
174,174,175,Clay,07-Jan-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,5.23764263556593,64,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.82042108309415,4,0,NaN,NaN,NaN,NaN
175,175,176,Clay,09-Jan-2025,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
176,176,177,Clay,14-Jan-2025,MT,2,0,NaN,NaN,1,0,NaN,NaN,1,0,10.1311378538808,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.89927259856054,1,0,NaN,NaN,NaN,NaN
177,177,178,Clay,16-Jan-2025,MT,5,0,NaN,NaN,1,0,NaN,NaN,1,0,17.9993721039821,464,0,0,NaN,NaN,1,0,NaN,NaN,1,0,17.5572116016725,29,0,NaN,NaN,NaN,NaN
178,178,179,Clay,21-Jan-2025,MT,1,0,NaN,NaN,1,0,NaN,NaN,1,0,10.2563470953248,464,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.45261216438885,29,0,NaN,NaN,NaN,NaN
179,179,180,Clay,23-Jan-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,5.10540958348391,320,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.36775139564119,20,0,NaN,NaN,NaN,NaN
180,180,181,Clay,04-Feb-2025,MT,9,0,NaN,NaN,1,0,NaN,NaN,1,0,8.28466096358628,112,0,0,NaN,NaN,1,0,NaN,NaN,1,0,4.23672022417455,7,0,NaN,NaN,NaN,NaN
181,181,182,Clay,06-Feb-2025,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
182,182,183,Clay,12-Feb-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
183,183,184,Clay,14-Feb-2025,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
184,184,185,Clay,19-Feb-2025,MT,6,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
185,185,186,Clay,26-Feb-2025,MT,14,0,NaN,NaN,1,0,NaN,NaN,1,0,8.84905438973844,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,8.84905438973844,32,0,NaN,NaN,NaN,NaN
186,186,187,Clay,12-Mar-2025,FST,4,0,NaN,NaN,1,0,NaN,NaN,1,0,91.6236474187809,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,49.2301565545353,32,0,NaN,NaN,NaN,NaN
187,187,188,Clay,14-Mar-2025,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,21.5023457793737,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,11.4070295945016,32,0,NaN,NaN,NaN,NaN
188,188,189,Clay,21-Mar-2025,MT,9,0,NaN,NaN,1,0,NaN,NaN,1,0,4.14416313342774,128,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.01150950239912,8,0,NaN,NaN,NaN,NaN
189,189,190,Clay,26-Mar-2025,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,0,2.90388685447353,128,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.547906990405936,8,0,NaN,NaN,NaN,NaN
190,190,191,Clay,27-Mar-2025,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,0,5.73513565106909,496,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.09700986335526,31,0,NaN,NaN,NaN,NaN
191,191,192,Clay,09-Apr-2025,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,0,4.81602832947202,336,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.66530691138766,21,0,NaN,NaN,NaN,NaN
192,192,193,Clay,10-Apr-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,0,3.66204843918634,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.66204843918634,1,0,NaN,NaN,NaN,NaN
193,193,194,Clay,11-Apr-2025,MT,13,0,NaN,NaN,1,0,NaN,NaN,1,0,16.1156602457155,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,9.08291862507123,32,0,NaN,NaN,NaN,NaN
194,194,195,Clay,16-Apr-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,0,9.44714504927192,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,9.44714504927192,32,0,NaN,NaN,NaN,NaN
195,195,196,Clay,17-Apr-2025,FST,8,0,NaN,NaN,1,0,NaN,NaN,1,0,7.40627029395629,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.39429803279064,32,0,NaN,NaN,NaN,NaN
196,196,197,Clay,18-Apr-2025,MT,11,0,NaN,NaN,1,0,NaN,NaN,1,0,19.6081094527162,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,12.7855277225075,32,0,NaN,NaN,NaN,NaN
197,197,198,Clay,24-Apr-2025,MT,16,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
198,198,199,Clay,25-Apr-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,9.37670643487414,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,9.18677410724898,32,0,NaN,NaN,NaN,NaN
199,199,200,Clay,02-May-2025,FST,16,0,NaN,NaN,1,0,NaN,NaN,1,0,8.94667629011953,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,6.40487272669493,32,0,NaN,NaN,NaN,NaN
200,200,201,Clay,07-May-2025,FST,8,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
201,201,202,Clay,08-May-2025,MT,7,0,NaN,NaN,1,0,NaN,NaN,1,0,3.62031032645297,480,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.952022543186356,30,0,NaN,NaN,NaN,NaN
202,202,203,Clay,09-May-2025,MT,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
203,203,204,Clay,13-May-2025,FST,8,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
204,204,205,Clay,14-May-2025,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
205,205,206,Clay,15-May-2025,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,2.86443507489706,112,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.39382617683314,7,0,NaN,NaN,NaN,NaN
206,206,207,Clay,16-May-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,3.48708717819459,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.318690444263957,1,0,NaN,NaN,NaN,NaN
207,207,208,Clay,27-May-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,7.11888988884886,400,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.73649526095348,25,0,NaN,NaN,NaN,NaN
208,208,209,Clay,28-May-2025,MT,6,0,NaN,NaN,1,0,NaN,NaN,1,0,3.96160554168438,400,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.61112724804713,25,0,NaN,NaN,NaN,NaN
209,209,210,Clay,29-May-2025,FST,13,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
210,210,211,Clay,24-Jun-2025,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,0,12.5867335611302,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,5.45905541146228,32,0,NaN,NaN,NaN,NaN
211,211,212,Clay,25-Jun-2025,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,0,1.49773041411273,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.207856365200897,1,0,NaN,NaN,NaN,NaN
212,212,213,Clay,17-Jul-2025,MT,5,0,NaN,NaN,1,0,NaN,NaN,1,0,6.89528732335729,272,0,0,NaN,NaN,1,0,NaN,NaN,1,0,4.92660209682585,17,0,NaN,NaN,NaN,NaN
213,213,214,Clay,30-Jul-2025,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,0,3.67561125321713,240,0,0,NaN,NaN,1,0,NaN,NaN,1,0,2.23716219293038,15,0,NaN,NaN,NaN,NaN
214,214,215,Clay,05-Aug-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
215,215,216,Clay,07-Aug-2025,MT,3,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
216,216,217,Clay,08-Aug-2025,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,0,1.42523812129197,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.445010757169825,1,0,NaN,NaN,NaN,NaN
217,217,218,Clay,12-Aug-2025,MT,2,0,NaN,NaN,1,0,NaN,NaN,1,0,3.8001431963595,128,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.8660952817887,8,0,NaN,NaN,NaN,NaN
218,218,219,Clay,14-Aug-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,0,5.43055437969398,352,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.90904213514953,22,0,NaN,NaN,NaN,NaN
219,219,220,Clay,21-Aug-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,0,4.13618006764829,208,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.29223989096858,13,0,NaN,NaN,NaN,NaN
220,220,221,Clay,02-Sep-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,0,8.04971751949724,272,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.06033941558,17,0,NaN,NaN,NaN,NaN
221,221,222,Clay,04-Sep-2025,MT,6,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
222,222,223,Clay,09-Sep-2025,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,0,1.83862200430951,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.0395078908206763,1,0,NaN,NaN,NaN,NaN
223,223,224,Clay,11-Sep-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,0,9.00774704194995,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,9.00774704194995,32,0,NaN,NaN,NaN,NaN
224,224,225,Clay,12-Sep-2025,MT,2,0,NaN,NaN,1,0,NaN,NaN,1,0,6.92647614710337,432,0,0,NaN,NaN,1,0,NaN,NaN,1,0,4.37499375696449,27,0,NaN,NaN,NaN,NaN
225,225,226,Clay,19-Sep-2025,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,0,11.1017168542594,448,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.913492406428171,28,0,NaN,NaN,NaN,NaN
226,226,227,Clay,30-Sep-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
227,227,228,Clay,01-Oct-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,0,3.00043244786046,288,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.83955123274431,18,0,NaN,NaN,NaN,NaN
228,228,229,Clay,03-Oct-2025,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,0,4.21225047237078,144,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.31972093992459,9,0,NaN,NaN,NaN,NaN
229,229,230,Clay,08-Oct-2025,MT,15,0,NaN,NaN,1,0,NaN,NaN,1,0,4.5488703588652,336,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.42701742103773,21,0,NaN,NaN,NaN,NaN
230,230,231,Clay,10-Oct-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
231,231,232,Clay,14-Oct-2025,FST,3,0,NaN,NaN,1,0,NaN,NaN,1,0,8.65040404273861,224,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.10153797492976,14,0,NaN,NaN,NaN,NaN
