SessionID,SessionIndex,Block,ComparatorCondition,RightEyeRate,ComparatorRate,Difference
Jim_030,30,nonStim,Bino,0.743055555555556,0.777777777777778,-0.0347222222222222
Jim_031,31,nonStim,Bino,0.691666666666667,0.834710743801653,-0.143044077134986
Jim_032,32,nonStim,Bino,0.651612903225806,0.846153846153846,-0.19454094292804
Jim_033,33,nonStim,Bino,0.762295081967213,0.891666666666667,-0.129371584699454
Jim_034,34,nonStim,Bino,0.866666666666667,0.958677685950413,-0.0920110192837466
Jim_035,35,nonStim,Bino,0.831521739130435,0.885245901639344,-0.0537241625089094
Jim_036,36,nonStim,Bino,0.668639053254438,0.863905325443787,-0.195266272189349
Jim_037,37,nonStim,Bino,0.716666666666667,0.866666666666667,-0.15
Jim_038,38,nonStim,Bino,0.821428571428571,0.916666666666667,-0.0952380952380952
Jim_039,39,nonStim,Bino,0.701388888888889,0.724137931034483,-0.0227490421455939
Jim_040,40,nonStim,Bino,0.699186991869919,0.834710743801653,-0.135523751931734
Jim_041,41,nonStim,Bino,0.752,0.857142857142857,-0.105142857142857
Jim_042,42,nonStim,Bino,0.605769230769231,0.686274509803922,-0.0805052790346908
Jim_043,43,nonStim,Bino,0.684210526315789,0.871212121212121,-0.187001594896332
Jim_044,44,nonStim,Bino,0.669421487603306,0.900826446280992,-0.231404958677686
Jim_045,45,nonStim,Bino,0.808333333333333,0.891666666666667,-0.0833333333333334
Jim_046,46,nonStim,Bino,0.8,0.805084745762712,-0.00508474576271178
Jim_047,47,nonStim,Bino,0.808333333333333,0.933333333333333,-0.125
Jim_048,48,nonStim,Bino,0.841666666666667,0.866666666666667,-0.025
Jim_049,49,nonStim,Bino,0.828767123287671,0.895833333333333,-0.0670662100456622
Jim_050,50,nonStim,Bino,0.724409448818898,0.824,-0.0995905511811023
Jim_051,51,nonStim,Bino,0.783333333333333,0.907563025210084,-0.124229691876751
Jim_052,52,nonStim,Bino,0.760330578512397,0.827868852459016,-0.0675382739466197
Jim_053,53,nonStim,Bino,0.75,0.733870967741935,0.0161290322580645
Jim_054,54,nonStim,Bino,0.710743801652893,0.830645161290323,-0.11990135963743
Jim_055,55,nonStim,Bino,0.781954887218045,0.924812030075188,-0.142857142857143
Jim_056,56,nonStim,Bino,0.736842105263158,0.82051282051282,-0.0836707152496626
Jim_057,57,nonStim,Bino,0.908333333333333,0.885245901639344,0.0230874316939891
Jim_058,58,nonStim,Bino,0.768,0.821138211382114,-0.0531382113821138
Jim_059,59,nonStim,Bino,0.761904761904762,0.875862068965517,-0.113957307060755
Jim_060,60,nonStim,Bino,0.644628099173554,0.866666666666667,-0.222038567493113
Jim_061,61,nonStim,Bino,0.756944444444444,0.75,0.00694444444444442
Jim_062,62,nonStim,Bino,0.702479338842975,0.85,-0.147520661157025
Jim_063,63,nonStim,Bino,0.702479338842975,0.788617886178862,-0.0861385473358866
Jim_064,64,nonStim,Bino,0.741666666666667,0.858333333333333,-0.116666666666667
Jim_065,65,nonStim,Bino,0.711538461538462,0.924731182795699,-0.213192721257237
Jim_066,66,nonStim,Bino,0.611570247933884,0.760330578512397,-0.148760330578512
Jim_067,67,nonStim,Bino,0.729508196721312,0.783333333333333,-0.0538251366120218
Jim_068,68,nonStim,Bino,0.78021978021978,0.873563218390805,-0.0933434381710244
Jim_069,69,nonStim,Bino,0.704918032786885,0.752066115702479,-0.0471480829155941
Jim_070,70,nonStim,Bino,0.840336134453782,0.87719298245614,-0.0368568480023588
Jim_071,71,nonStim,Bino,0.806451612903226,0.892561983471074,-0.0861103705678486
Jim_072,72,nonStim,Bino,0.770833333333333,0.903448275862069,-0.132614942528736
Jim_073,73,nonStim,Bino,0.864661654135338,0.901515151515151,-0.0368534973798131
Jim_074,74,nonStim,Bino,0.834710743801653,0.896,-0.0612892561983471
Jim_075,75,nonStim,Bino,0.870967741935484,0.92741935483871,-0.0564516129032258
Jim_076,76,nonStim,Bino,0.783333333333333,0.809917355371901,-0.0265840220385675
Jim_077,77,nonStim,Bino,0.819672131147541,0.867768595041322,-0.0480964638937813
Jim_078,78,nonStim,Bino,0.8,0.900826446280992,-0.100826446280992
Jim_079,79,nonStim,Bino,0.784615384615385,0.876923076923077,-0.0923076923076923
Jim_080,80,nonStim,Bino,0.688524590163934,0.75,-0.0614754098360656
Jim_081,81,nonStim,Bino,0.792307692307692,0.775193798449612,0.0171138938580798
Jim_082,82,nonStim,Bino,0.783333333333333,0.776859504132231,0.00647382920110195
Jim_083,83,nonStim,Bino,0.771186440677966,0.803418803418803,-0.0322323627408373
Jim_084,84,nonStim,Bino,0.781512605042017,0.848739495798319,-0.0672268907563025
Jim_085,85,nonStim,Bino,0.764227642276423,0.868852459016393,-0.104624816739971
Jim_086,86,nonStim,Bino,0.6,0.75531914893617,-0.15531914893617
Jim_087,87,nonStim,Bino,0.842592592592593,0.884615384615385,-0.042022792022792
Jim_088,88,nonStim,Bino,0.847222222222222,0.887323943661972,-0.0401017214397497
Jim_089,89,nonStim,Bino,0.857142857142857,0.824175824175824,0.032967032967033
Jim_090,90,nonStim,Bino,0.809917355371901,0.830508474576271,-0.0205911192043704
Jim_091,91,nonStim,Bino,0.808,0.903225806451613,-0.0952258064516128
Jim_092,92,nonStim,Bino,0.771604938271605,0.845679012345679,-0.0740740740740741
Jim_093,93,nonStim,Bino,0.849056603773585,0.88,-0.0309433962264151
Jim_094,94,nonStim,Bino,0.776595744680851,0.838383838383838,-0.0617880937029873
Jim_095,95,nonStim,Bino,0.740740740740741,0.743362831858407,-0.00262209111766643
Jim_096,96,nonStim,Bino,0.752212389380531,0.814159292035398,-0.0619469026548674
Jim_097,97,nonStim,Bino,0.704918032786885,0.756302521008403,-0.0513844882215181
Jim_098,98,nonStim,Bino,0.573099415204678,0.813953488372093,-0.240854073167415
Jim_099,99,nonStim,Bino,0.884297520661157,0.892561983471074,-0.00826446280991733
Jim_100,100,nonStim,Bino,0.783132530120482,0.855421686746988,-0.072289156626506
Jim_101,101,nonStim,Bino,0.825,0.891666666666667,-0.0666666666666668
Jim_102,102,nonStim,Bino,0.661654135338346,0.734848484848485,-0.073194349510139
Jim_103,103,nonStim,Bino,0.756302521008403,0.818965517241379,-0.062662996232976
Jim_104,104,nonStim,Bino,0.778688524590164,0.877049180327869,-0.0983606557377049
Jim_105,105,nonStim,Bino,0.875,0.913793103448276,-0.0387931034482759
Jim_106,106,nonStim,Bino,0.840579710144927,0.787878787878788,0.0527009222661396
Jim_107,107,nonStim,Bino,0.791666666666667,0.85,-0.0583333333333333
Jim_108,108,nonStim,Bino,0.745762711864407,0.869565217391304,-0.123802505526898
Jim_109,109,nonStim,Bino,0.772222222222222,0.844444444444444,-0.0722222222222222
Jim_110,110,nonStim,Bino,0.793103448275862,0.875,-0.0818965517241379
Jim_111,111,nonStim,Bino,0.794871794871795,0.878260869565217,-0.0833890746934226
Jim_112,112,nonStim,Bino,0.760330578512397,0.883333333333333,-0.123002754820937
Jim_113,113,nonStim,Bino,0.827868852459016,0.910569105691057,-0.0827002532320404
Jim_114,114,nonStim,Bino,0.815068493150685,0.89041095890411,-0.0753424657534246
Jim_115,115,nonStim,Bino,0.576923076923077,0.8,-0.223076923076923
Jim_116,116,nonStim,Bino,0.659863945578231,0.875,-0.215136054421769
Jim_117,117,nonStim,Bino,0.748091603053435,0.816793893129771,-0.0687022900763359
Jim_118,118,nonStim,Bino,0.789915966386555,0.783333333333333,0.00658263305322127
Jim_119,119,nonStim,Bino,0.848275862068966,0.895833333333333,-0.0475574712643678
Jim_120,120,nonStim,Bino,0.619834710743802,0.641666666666667,-0.021831955922865
Jim_121,121,nonStim,Bino,0.821917808219178,0.925170068027211,-0.103252259808033
Jim_122,122,nonStim,Bino,0.833333333333333,0.894444444444444,-0.0611111111111111
Jim_123,123,nonStim,Bino,0.679012345679012,0.842424242424242,-0.16341189674523
Jim_124,124,nonStim,Bino,0.753246753246753,0.795918367346939,-0.0426716141001855
Jim_125,125,nonStim,Bino,0.5,0.638888888888889,-0.138888888888889
Jim_126,126,nonStim,Bino,0.858333333333333,0.9,-0.0416666666666667
Jim_127,127,nonStim,Bino,0.664429530201342,0.82312925170068,-0.158699721499338
Jim_128,128,nonStim,Bino,0.744827586206897,0.793103448275862,-0.0482758620689655
Jim_129,129,nonStim,Bino,0.696551724137931,0.731034482758621,-0.0344827586206897
Jim_130,130,nonStim,Bino,0.721311475409836,0.752066115702479,-0.0307546402926433
Jim_131,131,nonStim,Bino,0.8,0.883333333333333,-0.0833333333333333
Jim_132,132,nonStim,Bino,0.888888888888889,0.882352941176471,0.00653594771241828
Jim_133,133,nonStim,Bino,0.870967741935484,0.884297520661157,-0.0133297787256732
Jim_134,134,nonStim,Bino,0.785185185185185,0.874074074074074,-0.0888888888888889
Jim_135,135,nonStim,Bino,0.847133757961783,0.891025641025641,-0.0438918830638576
Jim_136,136,nonStim,Bino,0.851239669421488,0.833333333333333,0.0179063360881543
Jim_137,137,nonStim,Bino,0.798701298701299,0.913333333333333,-0.114632034632035
Jim_138,138,nonStim,Bino,0.780821917808219,0.881944444444444,-0.101122526636225
Jim_139,139,nonStim,Bino,0.848739495798319,0.898305084745763,-0.0495655889474435
Jim_140,140,nonStim,Bino,0.75,0.833333333333333,-0.0833333333333334
Jim_141,141,nonStim,Bino,0.746835443037975,0.770700636942675,-0.0238651939047005
Jim_142,142,nonStim,Bino,0.822085889570552,0.836363636363636,-0.0142777467930841
Jim_143,143,nonStim,Bino,0.676258992805755,0.817518248175182,-0.141259255369427
Jim_144,144,nonStim,Bino,0.821138211382114,0.854838709677419,-0.0337004982953055
Jim_145,145,nonStim,Bino,0.68,0.705426356589147,-0.0254263565891473
Jim_146,146,nonStim,Bino,0.826446280991736,0.854838709677419,-0.0283924286856838
Jim_147,147,nonStim,Bino,0.908333333333333,0.925,-0.0166666666666667
Jim_148,148,nonStim,Bino,0.852713178294574,0.84,0.0127131782945736
Jim_149,149,nonStim,Bino,0.731707317073171,0.879032258064516,-0.147324940991345
Jim_150,150,nonStim,Bino,0.854700854700855,0.895652173913044,-0.0409513192121889
Jim_151,151,nonStim,Bino,0.717741935483871,0.854838709677419,-0.137096774193548
