TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz,MeanMicrosaccadeAmplitudeDeg,MeanMicrosaccadePeakVelocityDegS,MeanMicrosaccadeDurationMs,TrialDirectionX,TrialDirectionY,TrialMeanDirectionDeg,TrialDirectionResultantLength,LeftThresholdXDegS,LeftThresholdYDegS,RightThresholdXDegS,RightThresholdYDegS
301,1,NonStim,0,1,953.0238,953.9997,NaN,0.975999999999999,1000.00000002365,1,0.6363,1,1,6,5,4,4.09836065573771,0.230425729351609,22.3580231866241,26.7499999993674,-0.189639142109556,-0.148093016486296,217.986992579823,0.240612854502952,1.32978116620647,3.99837358676986,3.9893379363202,5.331219066066
302,1,NonStim,0,1,956.4579,957.4317,NaN,0.974000000000046,1000.00000002365,1,-0.4545,-1,1,13,4,3,3.08008213552347,0.444545327695823,38.0086791479728,32.9999999992197,-0.127843528312662,-0.315551451907768,247.945003761748,0.340465396967931,5.31912055121426,2.77555756162852e-14,2.65956262350414,3.99841886230962
303,1,NonStim,0,1,959.749833333333,960.714933333333,NaN,0.965000000000032,1000.00000002365,1,-0.0909,-1,0,3,3,2,2.07253886010356,0.190340141887815,23.5861761493232,14.9999999996453,-0.363401262659165,-0.916308433174034,248.367083006031,0.985739124925113,5.31912524377059,3.9984188924919,5.31912562527243,3.88734777990115
304,1,Stim,1,1,963.0663,964.049633333333,-0.0493666666667423,0.982999999999947,1000.00000002365,2,-0.3636,-1,0,2,1,1,1.01729399796547,0.178624625363356,18.9996170740315,15.9999999996217,-0.55641404151471,-0.830905177746093,236.191834222193,1,11.9680307322344,3.99841890184993,7.97868856395255,7.99681292514101
305,1,NonStim,0,1,966.5171,967.4931,NaN,0.975999999999999,1000.00000002365,2,0.0909,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.297808148867,5.33122336668638,11.9680304971482,5.33122466144872
306,1,NonStim,0,1,969.934166666667,970.9002,NaN,0.966000000000008,1000.00000002365,2,-0.0909,-1,1,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9680318575482,3.99841829520862,10.63824133354,5.3312235465042
307,1,NonStim,0,1,973.3431,974.316466666667,NaN,0.972999999999956,1000.00000002365,3,0.3636,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.6275929635722,18.9270513707258,7.97868856197559,5.33122051857211
308,1,NonStim,0,1,976.744966666667,977.7197,NaN,0.975000000000023,1000.00000002365,1,1,1,1,3,4,3,3.07692307692301,0.221165699073091,28.0310373181941,37.9999999991014,-0.0489762783460499,-0.287762925682721,260.341005771629,0.291900971629265,2.65955911449281,3.99841756992655,2.6595615998811,1.33280256949535
309,1,NonStim,0,1,979.977433333333,980.944533333333,NaN,0.966999999999985,1000.00000002365,3,-0.4545,-1,0,10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.6382491430054,1.33279706810389,11.9680119331027,17.5054052080864
310,1,Stim,1,1,983.328633333333,984.294333333333,-0.0611999999999853,0.966000000000008,1000.00000002365,3,-0.3636,-1,1,1,1,1,1.03519668737059,0.29023075415805,32.2352320616523,16.999999999598,-0.809424795854051,-0.587223551857916,215.960229570006,1,7.97862970159593,5.33121129408479,10.6382346064348,7.99683732037396
