TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz,MeanMicrosaccadeAmplitudeDeg,MeanMicrosaccadePeakVelocityDegS,MeanMicrosaccadeDurationMs,TrialDirectionX,TrialDirectionY,TrialMeanDirectionDeg,TrialDirectionResultantLength,LeftThresholdXDegS,LeftThresholdYDegS,RightThresholdXDegS,RightThresholdYDegS
89,1,Stim,1,1,349.826866666667,350.817,-0.0542666666666491,0.990999999999985,1000.00000002365,3,0.1818,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868811782147,6.66403085311922,10.6382514061254,6.66402295148696
90,1,NonStim,0,1,353.3437,354.324066666667,NaN,0.980999999999995,1000.00000002365,4,0.3636,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868393231092,6.66401138195467,11.9680326354595,6.66403035257679
91,1,NonStim,0,1,356.7355,357.7029,NaN,0.966999999999985,1000.00000002365,2,0.0909,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.30846928271852,10.662438636845,12.3004771011754,10.6624448427903
93,1,NonStim,0,1,363.144433333333,364.126,NaN,0.981999999999971,1000.00000002365,1,-0.0909,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868453507333,5.33122463246335,11.968030704069,6.66403076231077
94,1,NonStim,0,1,366.386033333333,367.3529,NaN,0.965999999999951,1000.00000002365,2,-0,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9680104307438,6.66402232742722,12.6503853570699,7.99681388100048
95,1,Stim,1,1,369.853166666667,370.8259,-0.054366666666624,0.97199999999998,1000.00000002365,2,0.0909,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9680277694393,6.66402723682512,9.30846950059204,7.99682833568559
96,1,NonStim,0,1,373.420066666667,374.397966666667,NaN,0.976999999999975,1000.00000002365,4,-1,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64890700114555,6.66403141627979,11.9680271842549,5.3312248338504
97,1,Stim,1,1,376.771366666667,377.7453,-0.0529999999999973,0.97399999999999,1000.00000002365,4,0.4545,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868780301525,7.99683489145838,11.9680252856426,5.33122184944785
98,1,NonStim,0,1,380.105733333333,381.070266666667,NaN,0.964999999999975,1000.00000002365,2,-0.0909,-1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868746530223,6.66402942049805,11.9680264782121,7.99683569390133
100,1,NonStim,0,1,385.0393,385.999466666667,NaN,0.95999999999998,1000.00000002365,2,-1,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.30846620837559,6.66401946998887,9.30846998350983,7.99682443978443
101,1,Stim,1,1,388.2562,389.214766666667,-0.0652000000000044,0.95799999999997,1000.00000002365,2,-0.3636,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868790555499,2.66560662636848,11.9680317347743,6.66403140033622
102,1,NonStim,0,1,391.6232,392.588,NaN,0.964999999999975,1000.00000002365,1,-0.3636,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868852200595,6.66403018892828,11.8939253056739,7.99683512471698
103,1,Stim,1,1,394.965033333333,395.960666666667,-0.0523333333333085,0.994999999999948,1000.00000002365,1,1,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868585101468,5.33122510325046,13.297811600418,6.66403102798058
