SourceRow,Date,Monkey,ROI,Tetrode,Unit,NeuroType,Z3D_v_Z2D,Combined_AI,CombinedCuePreference,SpeedRank_2D,SpeedCode_2D,SpeedLabel_2D,IsMatchedSlowSpeed,T_L,T_R,A_L,A_R,R_L,R_R,L_L,L_R,N_T_L,N_T_R,N_A_L,N_A_R,N_R_L,N_R_R,N_L_L,N_L_R,TDI_Numerator,TDI_Denominator,TDI,ADI_Numerator,ADI_Denominator,ADI,Valid_TDI,Valid_ADI,Complete_AllEightMetrics
614,9/15/2020,Jim,FST,6,4,3D,1.56359821788143,0.381867448892145,Toward,2,7125,fast (~12.6 deg/s),0,29.4369694780427,20.4034692156871,20.8022079942251,23.166712880928,19.6786103705358,18.5678235193679,16.7187656370306,15.9921236276175,22,21,22,21,8,8,8,9,14.1697046955765,85.5111726918831,0.16570588672235,8.68233171875457,79.2555100315515,0.109548619588697,1,1,1
615,9/15/2020,Jim,FST,7,4,3D,4.55943113010204,0.692094732339584,Toward,2,7125,fast (~12.6 deg/s),0,42.8989308440815,55.6824035699006,16.5333863383967,13.5223704602968,21.2066642913345,20.0674127983263,24.7330033950962,23.7036569551809,22,21,22,21,8,8,8,9,53.6710131674668,143.491655660498,0.374035778738611,-14.744659394729,74.8561729921159,-0.196973192795762,1,1,1
616,9/15/2020,Jim,FST,7,5,3D,6.237099849197,0.733613927512965,Toward,2,7125,fast (~12.6 deg/s),0,21.9389701101353,28.1648701634771,4.73624631416545,5.90136623699422,9.26775436218739,8.88799007792805,7.65960954775786,11.7799141372615,22,21,22,21,8,8,8,9,29.0561717741635,71.1515087730613,0.408370423554033,-5.90998707452624,27.1852121768456,-0.21739712885375,1,1,1
618,9/17/2020,Jim,FST,1,2,3D,8.74648518063977,0.247536261137891,Toward,2,7125,fast (~12.6 deg/s),0,21.9983322765945,22.2909954944289,12.1571045279522,16.9528271338301,21.3082529454479,14.2200611744453,14.0519055319475,14.4195079316554,23,21,23,23,8,9,9,8,8.56156689392012,80.0170886481267,0.106996730805458,0.837964955389559,57.3818983681751,0.0146032978904425,1,1,1
620,9/17/2020,Jim,FST,1,4,3D,4.31569640832901,0.32354253153842,Toward,2,7125,fast (~12.6 deg/s),0,14.8277754937358,12.708287583273,7.58861333735817,8.77440683447364,14.7418359680337,10.9656048018883,12.1260299945173,14.1620038185336,23,21,23,23,8,9,9,8,-1.36777670955852,56.439902863576,-0.0242342144504509,-6.72861462457374,39.4546549682374,-0.170540450296437,1,1,1
626,9/17/2020,Jim,FST,4,4,3D,5.2650050998615,-0.242097051849343,Away,2,7125,fast (~12.6 deg/s),0,11.0799612571706,14.1512809000095,12.1593103326583,15.8010756024864,8.06793367589722,6.14528651595731,9.9880670913205,10.6170166311292,23,21,23,23,8,9,9,8,6.54629185015368,43.9161924642066,0.149063283559684,11.8270323278669,44.0937395424225,0.26822475141824,1,1,1
629,9/17/2020,Jim,FST,5,4,3D,5.04617194546496,0.232094061626196,Toward,2,7125,fast (~12.6 deg/s),0,63.4682697009885,61.1845303348959,48.6971028669507,47.3973556232759,62.1602875379916,55.7422363393454,54.8131230375853,57.5316634843935,23,21,23,23,8,9,9,8,4.96084901349928,244.344751058269,0.0203026624963851,-14.4609008867041,206.649817867157,-0.0699778061067548,1,1,1
635,10/5/2020,Jim,FST,1,4,3D,2.85616678392936,0.449201393150533,Toward,2,7125,fast (~12.6 deg/s),0,11.6260351495492,14.0060673297259,8.17277027444011,5.20518937074004,11.7833766655231,6.88630584156794,12.8223616451777,11.1884818241748,13,13,12,13,7,7,7,7,2.66024398957729,48.603960968973,0.0547330698268705,-6.33070784156545,33.0866271319258,-0.19133735863505,1,1,1
661,10/8/2020,Jim,FST,6,2,3D,1.72085973406198,-0.235775205544215,Away,2,7125,fast (~12.6 deg/s),0,20.6594510625974,23.0251502721748,24.6324717210099,25.1386608658448,18.3710126879979,20.6203130312989,17.3645330639201,20.2868454696684,25,26,26,27,7,7,7,7,5.02674317710585,82.3424594924384,0.0610467941823799,11.7862864916357,87.7559786820737,0.134307504384808,1,1,1
662,10/8/2020,Jim,FST,6,3,3D,2.9327840944904,-0.24531391054847,Away,2,7125,fast (~12.6 deg/s),0,10.3707463423331,9.21802239685909,11.2274894642566,10.0093504190417,10.7714229028894,9.51480692019971,11.0201919068657,14.7001966904,25,26,26,27,7,7,7,7,-5.88285085409722,45.0603883324816,-0.130554819250339,0.701841056232908,41.7718387103638,0.01680177549998,1,1,1
664,10/27/2020,Jim,FST,1,2,3D,3.83227923141133,0.438794678668663,Toward,2,7125,fast (~12.6 deg/s),0,53.4812915826455,41.0902532716027,33.356416094331,31.0746942755141,35.836539671453,38.2506582564487,37.5955326789563,36.5375597902913,21,20,20,21,7,7,7,7,22.197445392504,166.945644315992,0.132962111610944,-11.41508056556,140.27730130525,-0.0813751081560959,1,1,1
666,10/27/2020,Jim,FST,1,4,3D,5.43128184646669,0.474045861498906,Toward,2,7125,fast (~12.6 deg/s),0,54.4971400976368,45.666761609638,34.2390093930556,26.3056366695077,37.6945967106351,35.6430027534915,32.3098578994484,34.4955731848016,21,20,20,21,7,7,7,7,27.973731811838,172.354071602711,0.162303864084624,-7.40821459037663,128.497506715503,-0.0576525940443235,1,1,1
687,4/29/2021,Clay,FST,7,4,3D,2.34976922792215,-0.742639028845001,Away,2,7125,fast (~12.6 deg/s),0,4.79477991726253,3.95098052322683,8.35759438886132,12.2581836099079,7.69652318989771,8.05908572785212,4.0339002058725,5.35162009645936,21,20,21,20,6,6,7,6,-4.30238284586771,21.7939037268464,-0.19741221672774,8.52279206504462,32.7087639324939,0.260566008627976,1,1,1
717,6/17/2021,Clay,FST,5,3,3D,2.55986228035659,0.550728698065803,Toward,2,7125,fast (~12.6 deg/s),0,68.8197983143764,62.0926052003794,41.0650654374504,57.2524275544427,63.0360929701479,64.5950342059896,53.1989786797388,59.1929754883968,15,14,14,14,6,6,6,6,8.68333505621106,253.1414719733,0.0343023013515814,-19.4765198938354,216.111505877621,-0.0901225495363696,1,1,1
782,8/3/2021,Clay,FST,2,3,3D,6.34136788326424,-0.53522822001775,Away,2,7125,fast (~12.6 deg/s),0,14.6502624454381,5.70391813273131,21.5657113734271,18.9730386037227,12.8498448164623,16.2077970197922,6.59324043683724,6.52617184560334,12,11,12,12,6,6,6,6,0.978163916103756,39.730197240235,0.0246201625979638,17.7377125205203,63.3397874337793,0.280040607004954,1,1,1
793,8/5/2021,Clay,FST,3,3,3D,1.81667826210435,0.292761678784256,Toward,2,7125,fast (~12.6 deg/s),0,26.687711951688,22.8990157947994,15.7208235398465,12.9066889665638,14.1153910611251,15.0185929024441,15.6050029715403,13.3913649166139,21,21,21,21,6,6,6,6,22.0799717687483,77.0934837242264,0.286405162954256,-1.99608336757416,59.2511083803948,-0.0336885405545364,1,1,1
808,8/10/2021,Clay,FST,3,3,3D,2.39729689366994,-0.54789023731929,Away,2,7125,fast (~12.6 deg/s),0,39.2407891381797,42.4464758660622,44.1145592787423,56.9861214482275,37.1621885419838,39.6567864015522,31.9242606392941,34.2534521371803,21,19,20,20,6,7,6,6,10.2716243250778,153.102905683406,0.067089675922402,29.5196336861234,172.681727767816,0.170948218249327,1,1,1
828,8/19/2021,Clay,FST,3,3,3D,5.41653774476619,0.390716044453185,Toward,2,7125,fast (~12.6 deg/s),0,8.21024704552659,11.9019765344564,5.48622682202741,8.22761746186937,8.24716658852483,7.98123967474888,7.97271666193479,6.07445706111902,18,18,18,18,6,7,6,6,5.79059993033918,34.4338472296269,0.168165929636725,-2.24011205278688,29.6678006205805,-0.0755065089399625,1,1,1
879,11/12/2021,Clay,FST,3,3,3D,1.78120225069382,-0.330344068398637,Away,2,7125,fast (~12.6 deg/s),0,17.4123998491475,17.113972546061,18.2103358896756,22.0327936954955,16.3910576115805,13.7008102753193,13.6264803156134,14.5187564118243,15,17,18,19,7,7,6,6,3.61655837180372,65.4361864186133,0.0552684771185718,12.9158389942384,67.5704201761038,0.191146347182344,1,1,1
883,11/12/2021,Clay,FST,5,2,3D,2.70979488581677,-0.679155844997765,Away,2,7125,fast (~12.6 deg/s),0,27.5264997673672,26.396472055992,40.8901219208173,46.3071070046394,37.9755614168305,49.9570739796761,49.9699983795561,28.3958460345087,15,17,18,19,7,7,6,6,-12.4484356279799,120.294379274698,-0.103483102893389,-12.7298434337755,187.124301284689,-0.0680288094404609,1,1,1
886,11/12/2021,Clay,FST,6,2,3D,1.68638709497213,-0.670540572573759,Away,2,7125,fast (~12.6 deg/s),0,7.54263127943489,5.49656926951451,21.6338070124227,8.40322637583317,20.2492043773283,18.3014038865991,28.9214872494281,16.0641182353348,15,17,18,19,7,7,6,6,-23.2741220637137,49.3525231616125,-0.47158930430971,-17.1858577477713,77.2599245242831,-0.222442072699278,1,1,1
